,userid,itemid,transcript,labeled_topic,topic_label
755,629d16db307da2e64ea7b1e7,SDOH,"I am 64 years old. And so um I came from the inner city of Los Angeles. But through affirmative action and scholarships, I went to Ivy League schools and I became a lawyer and then I worked on Wall Street for 10 years. And um but then I got married, I had two Children, but then I got divorced so I am comfortable, but I'm not wealthy and I live in my community, which has become a fairly upper middle class community because I bought my house decades ago before everybody else moved in. And then since then, I think the price of my house has gone up 400%. And even five years after I moved in, I couldn't have afforded it. So I don't have as great worries. I mean, I had a career and I excelled at my career. And so I don't feel that people can really question my competence and I think you work on Wall Street and then you become um a single mom. I, I, I think you feel, feel fairly confident with the people around you. And if anything I've always had to mask sometimes my knowledge or competence or, um, my competitive nature. But my kids grew up and they went to Ivy League schools and they're on their own and they're doing well. And so I'm very content with my life. My ex-husband was on his third marriage and he was supposed to pay for their college grad school, but he bagged out. But we didn't get financial aid because his income was too high. And so I had to dig into my, um, uh, dig into my retirement. And so now I'm working as a teacher because I've been away from law for so long. I really can't get hired. I was out for decades and so I work as a teacher, but I don't mind it because I feel some people, you know, retire young and I retired in the middle of my life so I could be with my kids as they were growing up. So things are tight. Um, but I don't mind it because I think I've had a good life and so I really do not worry about much. I mean, things are tight and I have to budget and figure out how I'm gonna pay for things. But, um, I still feel comfortable and I don't worry that much.",5_direction_want_im_life,life_direction
756,62db80a54255407140d8843e,SDOH,"Some things that I personally worry about is breaking a bad habit of, uh, the wagering. Um, I have a gambling problem and it plays a big role in, uh, either, well, it plays a big role in all of our f financial aspects because I don't make that much money. So, a very little bit of money that I do make, since we're down one vehicle, which was mine. I had to sell it to, um, keep the bills afloat at the time. Um, but the very little bit of money that I do make now what I've been doing is, uh, throwing it out of a casino and hoping for the best I look at it this way. It's not, if I'm ever gonna win, it's when I'm ever gonna win because what goes down must come up. Right. But hopefully that time comes sooner than later or it's too late. Yeah.",20_financial_status_money_current,financial_status
757,639fdcf5efa9e98ed809d0df,SDOH,"I don't usually worry too much about things. I'm at that age where I don't worry about the little things. It's the big things. I do have a family. They are all healthy, but I do know other families that aren't that fortunate and that could happen to anybody. So I'm very grateful that my family are not, you know, facing challenges like cancer or an illness that, you know, brings them down. Um, I worry, I guess that I have enough money to support myself in my old age. I mean, I have a savings but when I retired I, you know, cut back on a few expenses. Um, I think I have enough to last for a while. But then, you know, I think, well, if I die tomorrow I don't want to pass up an opportunity to go travel today and try to space it out where I can afford to splurge a little bit and I love to travel so I try to do it but do it in a sensible way. I don't want to worry about money but you never know it is a gamble and then, uh, I don't worry about too, too much else. Um, I have a family I can rely on and great neighbors that are there for me if I need them. So, not a whole lot to worry about. I'm very fortunate.",15_future_optimistic_worry_im,future_optimism_pessimism
758,628eada3a9c9e0776884f27d,SDOH,"Uh so I worry, I'm, I'm I tend to be a worrier a bit so I, I do worry a lot. It's not like debilitating worry, but I, I, I, I become, I think about things I tend to worry about particularly social events. I, I think I have mild social anxiety so whenever I'm invited to something or I'm going to do something, I do worry about it. I worry that things are gonna go poorly or thing what could go poorly and then I really fixate on it and, you know, even though I know deep down is pretty irrational that things usually turn out pretty well. Nothing turns out as bad as my worries. But um but yeah, that's, that's, those are the big things I worry about. Uh I have a very like good life so I don't worry about money or like food or those type of things, the essentials. Um I'm able to do what I want so I'm very lucky and fortunate there. So uh yeah. Um I don't worry about those type of things. All the things I worry about are kind of stupid like every once in a while I don't know, something stressed me out of work and I'll worry about that for a little bit and then I don't know, maybe I'll worry, I pissed off somebody accidentally or I'll worry about. Oh, there's a party coming up and I get a little bit anxious about that type of stuff. So my worries are kind of inconsequential and dumb and I recognize that, um, I'm, I'm super lucky to not have to, to have to worry about the essential things. Like how am I gonna eat? Where am I gonna live? Um, that type of stuff.",15_future_optimistic_worry_im,future_optimism_pessimism
759,63eef29bea52ddfb8eb4e142,SDOH,"I'm not sure, I'm gonna be able to take care of my mother. Um, she is disabled due to a stroke that happened about eight years ago. Now. Um, my father is a diabetic who's already lost one leg. Um, he's the only current working party between the two of us. Um, and I'm afraid that when he goes because it's very likely he'll go within the next few years. I'm not sure how I'll be able to take care of my mother. You know, I'll, I'll work hard to ensure I can give her the best life that I can, but I'm just not entirely sure that I'll be able to provide for her or care for her the way she really needs it. But at the same time, I don't want to put her in a nursing home. She was stuck in one for a couple of years when she first had the stroke and it was probably one of the worst experiences for both her and my father and I, I, I wouldn't wanna do that to her again. I'd, I'd much rather, you know, suffer through it and just have her live with us. Um, and I'm hoping whoever I find in life will be ok with that because I'm gonna need all the help I can get if I really just wanna take care of her. Uh, you know, I, I hope I can do it but I'm scared that I might not be able to.",4_know_didnt_hospital_time,hospital
760,62aa4399fa1aadf5ab91fff8,SDOH,"In general, I suppose I worry about the financial future for myself. Um, I, I guess everyone does to a certain extent, but I used to work as an attorney and had to shut down my practice for various health reasons and other financial reasons, mainly due to the real estate market crashing. And that is probably my, my biggest worry my house is paid for and I do make enough money to, to buy food and cover utilities, but I do not have the insurance and do rely on my friends and family for just a lot of little things. Uh, my parents who are actually becoming very elderly, um, will cook meals for me often, which I don't ask them to do, but that certainly helps. And my friends sharing me with a lot of cable, sharing a and other group sort of activities that we can share in to save money. But I don't really have a stable job to allow me to feel comfortable that I'm going to be able to have the same amount of support and income over the next 20 years of my life. I'm 50 right now and that's becoming an increasing concern as well as I had major health issues about 15 years ago and it's, it's a chronic issue. So health concerns are a big part of that. And what would happen to me financially if I do have another major event. So these are the things that cause me to, to worry at times.",20_financial_status_money_current,financial_status
761,5b97f8988ae8150001c7a887,SDOH,"So there's a couple things I generally like to worry about. Um, one of the things that I worry about is that I have a, a medical condition going to have for the rest of my life. And it's something that when it starts to get, um, that or when I start to kind of get, um, increased symptoms, then I kind of start to worry about it. I also worry about like, um, COVID-19 even though it's kind of been three years since the pandemic first started. I, I think about what's gonna happen if cases start to increase and then, um, people aren't wearing masks aren't getting vaccinated and they're just kind of continuing on their daily lives as if nothing really happened. And it's something that occasionally does worry me, like what's gonna happen, um, when we have to actually start going back to masking, I, I think people, um, aren't gonna wanna do that. I also kind of worry about my job, like, um, what happens if the, the company were to just, uh, shut down or something? This is something that I kind of occasionally worry about. It's not something that happens all the time. I also kind of worry about, um, my apartment, like, are there any, um, issues that might happen with the apartment? Um, sometimes during like severe weather, um, sometimes the ceiling leaks or something like that and then I gotta worry about, I'm gonna come home and, and there's gonna be rain all over the, the carpet. Um, hasn't happened since the, the roof was repaired. Um, but it's just something that occasionally think about. Um, and I also just kind of think about my bills. Um, I wanna make sure that I have enough money to pay my bills, um, because I don't wanna have a situation where I can't afford to pay my bills. I wanna make sure that my bills are paid and I'm paying down my credit card bills and kind of looking for, um, ways to make extra money. Sometimes I just kind of worry about, um, just, um, like what might happen. Um, if I get an unexpected bill, um, something happens where I get an unexpected bill. It's just something that kind of pops in my mind occasionally.",15_future_optimistic_worry_im,future_optimism_pessimism
762,5b88a7aa5548a50001e59666,SDOH,"I worried about um COVID affecting my household that my cats might get it. That mainly that my fiance would get it either from me or from our cats because cats can get it. Um I'm afraid someone may pet like on an outside cat and give it to him. He give it to my fiance or that I may forget to wear a mask one time and get it and give it to my fiance and he could get deathly ill from COVID because he has compromised breathing. He has to wear a mask at night um to sleep a Bipap machine which is two air pressures to keep from breathing. I tell him he's just too lazy to breathe. Um I worry about what would happen if social security was taken away because then I have no income and I can't work due to mental illness. Um I have high anxiety and I don't think it handle working situation anymore. Um I worry about my son, my oldest because he told me there was something wrong with his pancreas. You won't tell me what it is. I worry about my youngest son because he doesn't have any contact with me and he is my son and I worry about him because I still love him. He's my son. I worry about my dad. He's in a care facility in New Jersey and I haven't seen him in a very long time. Um, I talk to him once in a rare while on the phone when he does answer the phone, when they give it to him. A lot of times she doesn't feel like talking. So.",4_know_didnt_hospital_time,hospital
763,5c7d7e86848d2a0016b3dd3e,SDOH,"Well, last week I tested positive for COVID. I got pretty sick, um are pretty worried, not for sure. I really gonna make it, uh end up passing out. It is pretty scary. Um I was coughing head aes sore throat. Um It was very hard to rest as I kept waking up and I couldn't stay asleep. So that kind of worried me. Um I end up going to the doctor and have them test me and I did test positive for COVID and gave did give me some medicine, the shots to help kind of get things going so I can start healing. It did take a couple of days, but I would say um the first 48 hours of being uh testing positive for COVID um were very stressful and made me worry just because I didn't know what was gonna happen to me. No, I would pull through a match or I would get better. I do feel better after another. Uh thankfully, but for about 48 hours, I was pretty worried and pretty concerned of what was gonna happen to me and if this virus is gonna take me out as well because it has already taken out several members of my family. So at me concerned and had other members of my family concerned as well.",4_know_didnt_hospital_time,hospital
764,63d3fa8456c458a1afa28a28,SDOH,"I, I think I worry about things that I guess on average that some people do. Um, for me, I worry about my health, my family, um, I'm not a, I live for the day type person, which means I, I, I worry about my future retirement, my funds and my dedicating enough fun for retirement to live, to be able to retire on there and live comfortably. Um, so that's what I mean, I live, I live for, I live for today but I also live for the future. Um, so my, that's my worrying is about that. I mean, I worry, like I said about my health, my family, uh, finances. Um, what's, what's next on the, uh, my career moves. Um, those, those are the things I kind of worry about. I, I, I'm not typically the type of person to worry about the small stuff. Um, I look at things like, I mean, if it's something that if I can change the situation, I could change the situation, if I, if there's nothing I can do to change the situation, there's really no need to worry about it. So, um, I may look at things a little different than others as far as what worries. But the typical words, it's tough out here again. It's, it's, it's tough out here financially. Um, I mean, I'm fortunate that I haven't been able to been in a situation where utility is about to get cut off or about to be late. Um, unable to at least provide it or egg or a sandwich or something for my family to eat. Um, may not be eating like we used to but I mean, you know, we're eating. So um I'm good with financing my money, my budget and stuff like that. I'm, I'm, I'm very no financial savvy. So I mean, I'm good at good at managing my money, not live beyond my means. So and all in all I'm gonna say, I mean, I just, those are the things I worry about but I mean, sometimes you gotta cut back and you gotta do what you gotta do. Um health wise. I always worried about health. Um everyone wants to live, you know, be, be helped and do better. Um, but my child safety uh out here in these streets, you just never know what, what's gonna happen. Are they gonna return home from work? Uh Is there gonna be some kind of mass shooting at a job? I mean, you just know those are the kind of things I worry about um things that I can't control, I don't worry about. So, but so in a nutshell I worry about my, my health, finances, my family, my kids and what I can do to, to, to, to fix those situation. Other than that, if I can't change it, I don't worry about it.",15_future_optimistic_worry_im,future_optimism_pessimism
765,61044e57d36682329f7b8df8,SDOH,"Some of the things that I worry about are usually just things um such as my health. Um Yes, my happiness, financial, a lot of things that I worry about are just things that stem from anxiety. Um But I think most people at some point are worried about their financial status or their career or their family. Um Right now, I things are not that bad for me, but sometimes, you know, anxiety kicks in and you start to worry about things and make up situations in your head that haven't even happened. So I think there's nothing in particular that I worry about that out of the norm that most normal people in life also worry about. I just worry about, you know, doing what I have to do and hoping for the best and staying on track and staying motivated, making the best out of my life. So that's mostly the things that I worry about. There's nothing in particular right now, just my own health and well-being and doing the things that I know I need to get done and staying positive.",15_future_optimistic_worry_im,future_optimism_pessimism
766,6111803025c0b80658532a61,SDOH,"Some of the things that I worry about are not being able to afford some things. Um I've always been able to afford rent, but as it gets closer, sometimes I may not have enough money for that or like utilities, I feel like I'm always trying to scrap around um as much like coins or cash as possible and then needing to deposit it so that I can pay for like my basic utilities. Um which is something that stresses me out and keeps me up. I definitely worry that I am living past my means, but then I'm always able to make it. So I have to keep reminding myself of that. But then I have to wonder like, is this, am I doing what's best for myself or not? So that's definitely something that I've worried about or have been worrying about. Um Also I worry like I have a lot of medical bills and I feel like they're never ending and I constantly worry like, can I afford them? Can I even pay for this? And I don't want it to go to collections? Because then I feel like that'll bring my down my credit and I worry about my credit card. Like I have so much like Marty maxed out, you know, just trying to afford to live and I worry that I'm not gonna be able to do anything if I have no money.",15_future_optimistic_worry_im,future_optimism_pessimism
767,63f17f96e5359db3fd3c43b9,SDOH,"Yeah. Mhm. Some of the things I worry about, I try not to worry and stress so much because it's, it's just bad on your body but I lost my job. Um, well, my main job about a year ago and then at, while I was out from that job I had two surgeries that I had to recover from before I started working again. So it's only been a couple of months that I have been working and, you know, you don't have a job, no money coming in bills piling up. You worry about how you're gonna pay your bills. Um, I've just been lucky. Things have worked out for the most part, you know, for my major, you know, food, electric, car, house, credit card payments. You know, some of them have turned over to collections but food, shelter, you know, that's more important than credit cards at the moment. So I guess the main things I worry about right now are getting the credit cards paid off, but I don't really worry. Like I said, it, it's not worth my health to stay worried all the time.",15_future_optimistic_worry_im,future_optimism_pessimism
768,630e243eed2fc276f7199fb3,SDOH,I worry about my two sons finding a better stand in life and making sure they are straight. I worried about them always because it's not easy to be a young male in the United States right now with whatever is going on in the,15_future_optimistic_worry_im,future_optimism_pessimism
769,5eadd0d5bc118a47c8759f64,SDOH,"I am very much a worrier. I worry about anything and everything. Um, majority of the time I'm worrying about money, um, worrying about not having enough, um, or about not being able to save enough if I do have enough. Um, worrying about whether spending my money will be worth it. Um, whether I actually need something. I worry about, uh, homework, uh, projects. I worry that I'm not understanding something. Right. I worry that I'm interpreting things wrong. I worry that I'm saying the wrong thing. Um, I worry that I don't fit in. I worry that I'm not understanding something that everyone else is understanding. Um, I, I worry that I eat too much. I worry that I sleep too much. I worry that I way too much. I worry that I, um, I worry that I'm doing the wrong things. I worry that, uh, people don't want me around. I worry that, um, I worry about everything.",15_future_optimistic_worry_im,future_optimism_pessimism
770,636581a08eab842daa28f00a,SDOH,Um stuff I worry about is usually stuff at work. My personal life is going really well. So um I be trying to get stuff done at work. Um I supervise like five people at work. So I'm kind of responsible for their schedules and trying to make things fair. So I usually stress out about that trying to make sure to keep all those guys happy. So that's my main stress.,15_future_optimistic_worry_im,future_optimism_pessimism
771,5e59ee3a2bff541fcf05d86e,SDOH,"I certainly worry about a lot of things. And as you can tell from my previous answers, I am occupied with an anxiety about very large ongoing problem that I really can't change. And on top of that, you know, being the pandemic and the fact that it's being swept under the rug while every day more evidence grows that this really is a virus that takes over and is quite clever and can harm you in ways that you won't even know for months or years out. And it's only been three years. We don't know the long term impact as a parent to a young child. I really don't feel she gets up to you. I really don't feel it. I can't consciously subject my family to something that I know can have a drastic impact on their health potentially for life. Um About 10% of kids end up with long COVID, 10 25% of adults end up with long COVID. We don't know how to treat it. We don't know how long it lasts. Um Some people get over it in months, some people get over in a year, then you get it again. You're expected to get 2 to 3 times a year and say that you're not going to end up disabled with products like that. I from, I am not exempt from statistics. I am not special in any way. And bye must do morally as much as I can to protect myself, my family and my community, but I'm not seeing that happening, the vast majority. You know what I mean? I also worry the same level, same problems about the climate crisis every day and more growing evidence that we must act now that the best time to act would have been yesterday decades ago. But the second best time is now their best time tomorrow. You know, none of those things are happening. It hasn't happened. Promises keep being made. He's going to excuse me, he's not going to continue to help up to mama. Ok. He's not going to continue oil drilling, um contribute further to that, which is a large, a large problem as far as overall global warming and reaching that threshold. And then there he goes, yeah, approving the will of project and every single campaign promise that he made seems to be completely ignored and forgotten by society. But as long as he's not the orange man people act like everything's fine even if he does the same things just with a more eloquent speech.",15_future_optimistic_worry_im,future_optimism_pessimism
772,5c54bf7d77f9e700015ef638,SDOH,"Some of the things that I worry about, I'm 45 years old. And for context, I grew up in poverty, I grew up going to a school system that was 89% black and I'm a white person. And so I was always the minority. Um I even have AAA kid in, in middle school, set my hair on fire literally with a match um because he hated white people. And yet I, I just always believed in this country that no matter what, no matter where you came from, if you just worked really hard enough and you had the intellect and the abilities and just kept persevering that you could have a place and that you could actually excel and granted I have a shit ton of student loan debts. So I worry about that, worry that the fact that we'll bail out conglomerates and businesses and everything else and we'll bail out Ukraine, but we won't help our own folks here. Um But that's an aside, but you know, I, I worry about that there is this belief now that almost like America is the worst place on earth, our politicians, even if you look at what happened just recently in Nashville with, um, the trans person that shot those kids and three adults. But yet we're making it out that the trans people are victimized and calling. I think even yesterday at the White House, they said, you know, we're gonna fight this, we're gonna fight this and, and I think a lot of the words and things that we see in the media now we're constantly pitting people against each other versus trying to collectively solve problems. You know, I mentioned my upbringing just to give some insight that, you know, I, I, I've mentioned before, I've done quite well in life and not without a lot of debt and not without a lot of other kinds of things that have happened. But I never even once looked at people as, oh gosh, I don't want to be around those people because, you know, black people clearly must hate white people. Um, or, oh, you know, I don't really, really want to be around a Muslim because surely that must mean they're a terrorist and yet what we are seeing today in, if you look at things like social media and even even some of the words that come out from the former president and the current president, his administration, it's not about trying to solve things together. It is about pitting people against each other. And there's a saying about when this man slow to anger balls up his fist, you know, basically, you should look out. I think we're getting to a point in this country where so many people are suffering. And I would argue their idea of suffering is still kind of. Um I remember as I, I remember when I was growing up and my grandmother used to be like, we're so poor and we're so not blessed by God and we're struggling so much. And I used to be like, your life is still better. Like our life is still a million times better than someone living in the slums of Delhi. And there's not kind of this, this respect to understand that, you know, yes, some things can be bad. But what are you doing to change it? What are you doing to take some accountability for it? So I, I see that there's been this silencing of even having, you know, what I would perceive as free speech. You can't have certain nuanced conversations without someone being like, you're a racist, you're fascist, you're a Nazi, you're transphobic, you're a misogynist, you're anti feminism. And that level of discourse to me is far more detrimental than anything that's going on in this country right now. Um One of my favorite books growing up was 1984. I, I loved dystopian literature. Brave new world, all that good stuff. And when I see some of the things that happen now, I feel like, oh my God, we are slowly sliding down into something similar to 1984 where even the very word meaning of words and, and what they intend and how, if you say something that someone doesn't agree with, it's almost like you're committing violence. I feel like that's gonna take us down to a place where no one in this country is really prepared to face. That's my greatest concern. I, I have lived abroad. Um, and I, I just, I wish almost more Americans had that opportunity to live abroad because you would see that we're driving somewhere that we probably don't want to be driving.",15_future_optimistic_worry_im,future_optimism_pessimism
773,6361795b5918b185b6bd13fe,SDOH,"I think the things I worry about the most are being able to save for retirement and making sure I have money for things that I want to do. I'm not too worried about having to pay my bills. I have a decent paying job and I own a house that the payment isn't too big on that. I can't afford it. But I want to make sure that I have money to do things and money for retirement. So those are probably my biggest worries. I don't really have any health issues. I, um, at one point I had car issues but I got those fixed now, but I don't really worry about those issues too much anymore. Now that, now that I have them fixed, um, I guess I worry about having time for things that I want to do and times to get things done around the house. So that's probably my biggest worry, but it's not a, not that big of a deal overall.",15_future_optimistic_worry_im,future_optimism_pessimism
774,64135be5ff706a3ee3b4425d,SDOH,"One of the things that I worry about personally is, um, trying to manage my work life balance. Um, having a small child really, um, takes a lot of time out of your day. And so working a job that my average, you know, hours for the week, average, you know, 60 plus hours a week, um, you know, it's not uncommon for me to work six out of the seven days a week only having Sunday off. Um, there's several nights of the week where I get home and I have, don't get to see my, my kid, um, because I wake up after I leave for work and are in bed before I get home. And so I, I worry about, you know, how that'll affect him in the long run. Um, only get to see me a few times a week. Um, and for an hour or two on the days that he does get to see me. Uh, it, it worries me as to how, you know, how it'll affect, that'll affect him or if it will affect him later in life. I tried to find a balance between the two, um, in years past and I think I'm in a place now to where it's about as good as it's been since I've been in the profession that I've been in. Um, mostly just because my schedule now is a little bit more lax than what it used to be. Um, it makes it easier to sneak away a little early. Um, if I have to, to that, make sure that I can see my son before he goes to bed and things like that. And so that's one of the biggest issues that I worry about from day to day.",19_work_balance_productive_week,work_life_balance
775,6413638f1424c53395fcb745,SDOH,"Um, there's not really much I worry about but what I can say is I'm worried about the future of myself. I know I'm not gonna be working a 9 to 5 job. I can't just do that. It's not who I am. I need to build something bigger and better. I have that fire inside of me. Also worried about the future for my relatives, my parents, my brothers, um, I worry about a lot of things. I worry if I'm good enough, I worry about my friends online because they sometimes can go through some hardships. I worry if it's gonna rainin even the slightest things. So, I like going outside. I worry if it's gonna rain any day. I worry if it's a little too cold, I'm sometimes stressed and anxious about certain things. But, yeah, I'm not really worried about too much in this community because this, this community is safe. Not worried about robberies or break ins or shootings or none of that. But, yeah.",15_future_optimistic_worry_im,future_optimism_pessimism
776,6150af603e26f4482fedf8d9,SDOH,"I worry about whether or not I'm going to wake up and find another, uh, naked junkie with a needle in his arm in my backyard or a hooker on my, uh, front porch passed out or, uh, if another meth lab is gonna explode and take out the whole neighborhood or if someone's gonna go on a shooting spree or if he's, uh, little kids that the cops won't do nothing about down the street and everything, wanna keep harassing me and, and shooting fireworks off at me at the request of their parents because they know that they legally cannot do anything to the Children for it. Stuff like that. This is, this is like an everyday thing around here. Um, or someone's gonna, uh, break in to my house in the middle of the day or night or crash into my house. I mean, there is no limit to anything that could happen in this neighborhood. It is so ridiculous.",24_neighborhood_live_houses_theres,neighborhood
777,5fd63cb585f88c4eb1933661,SDOH,"What stresses me out is high paying rent. The bills are too hard, not having enough money to pay bills. Family problem, having an anxiety, loneliness, isolation, have no job conflict with my spouse, not have enough money and not having enough money to do what I what to what to do. Not having a career just every day, like worry about uh getting evicted if I don't pay my rent on top. Stressed about all the bills. I got all the bills. I gotta pay stressing about family members sometimes getting sick, sick and, and worried all the time about what's going on with my family and worried about if they gonna B O K A word uh about a lot of time, a lot of script it is growing our word about and just worried about. Uh so, so many things and so I can barely sleep. It just air.",15_future_optimistic_worry_im,future_optimism_pessimism
778,60db3eeb564183360082d3a7,SDOH,"Um I've got multiple anxiety disorders. So I, I worry about a lot but um I do worry about um being confronted or attacked in public um about being transgender or queer. Um I worry about being confronted in public about um like wearing a mask. Um and that kind of like public safety thing. Um I worry about my access to health care specifically, like my um hormone replacement therapy um and like the kind of interactions I might have if I do go into a doctor's office um specifically like from the doctors, but also the, the patrons. Um I worry about going into the right bathroom all the time. Um when I'm in public. Yeah, a lot of stuff.",36_anxiety_feel_body_anxious,anxiety
779,641724c665e2974bb1dec659,SDOH,"Well, I live a relatively stress free lifestyle. There are always larger issues that one worries about. I specifically like to worry about or not necessarily like to worry about, but do worry about financial resources. Um One can never have enough money. Uh I think that I am relatively well off and I'm very thankful for that. But nonetheless, there are instances where we need more money for either home improvement or something comes up or a medical bill or you name it. Uh And those types of, of instances are always stressful and I always worry about where that money is gonna come from and how it's going to impact our quality of life. Um More recently, I've also been worried about health. Uh I'm worried about my own health and I'm worried about my family's health uh from sickness. Of course, we're coming out of the COVID-19 pandemic. So there's, that's always top of mind. Um Luckily we weren't heavily impacted by any of that, but, you know, you never know when the next one's gonna come. Um But also we think about things like heart disease and, and just trying to stay healthy. Um So I do worry about my, my overall health. And then um more recently, I've, I've worried about, you know, my performance at work and making sure, making sure that I'm always hitting my achievable and my goals at work uh to maintain the lifestyle that we do and the financial resources that we do. Um We've had, you know, some shakeups uh in our family life uh by adding new kids and so forth. So I just want to make sure that I maintain that level of continuity across my job to make sure that I can support for my family.",15_future_optimistic_worry_im,future_optimism_pessimism
780,5d3df9b23bf3780015abf56f,SDOH,"Um, some things I worry about that is such a broad question or a prompt, I guess. Um, for me, I would say a lot of what we've already discussed just in terms of accessing services, um, being able to afford basic necessities. Obviously, with the, um, rise in inflation, everything's outrageous uh in price. I think it's worse here. I know it's worse here because we live in a rural community. So there's no other options. You know, you're stuck paying $5 for a gallon of milk unless you drive 30 minutes away to a bigger city where you can get it for less than $3. So, yeah, definitely. Inflation is a big stressor for me right now. Um, I graduated from college a couple of years ago and because I don't have transportation currently, um, I haven't been able to find uh stable employment. Um, I would love to go back to grad school or go to grad school and finish with my bachelor's would love to go to grad school. Um, but because of uh, student loans, that's definitely a stressor. I feel like the, um, it's, it's kind of back and forth because you know, you hear about student loan forgiveness. I'm in the camp that I would qualify for the full amount for the 20,000. And that would be such a heavy burden lift off my shoulders if that was forgiven. And obviously I would be able to, you know, continue my education and hopefully be able to make gains in that area too. Um, but because of, you know, the back and forth, will it happen, Won't it happen? It's all been very stressful. Um, and also, you know, the, the prospect of those, uh, loans resuming or the repayment of those loans resuming. Um, again, uh, when I graduated from college, they were already paused because of the pandemic. So that's something that I never faced. And as someone who's kind of struggling to make instant meet as it is. Um, yeah, I, I can't imagine having to repay student loans on top of that right now. Um, otherwise I would say some of my biggest stressors are just, um, health related. Personally. I'm in pretty good health. I really need to get my wisdom teeth out. Um, and that's not covered by my insurance and it's, you know, a few $1000 out of pocket. I can't afford that. So I'll just, you know, continue taking over the counter pain medicine and hope for the best. But I know that, um, one of my parents needs some, some significant uh medical treatments done and again, not covered by insurance. You have to go pretty far away to access those services. It's dental care for them as well. Um, so just being able to do all that and then also help them navigate, um, through those systems and be able to, uh, to even get to those appointments. Because for like oral surgery, you have to be able to go to a dentist and even just getting to a dentist around here can be a hassle. So getting to the dentist, getting that, uh, referral to the oral surgeon then actually, uh, you know, going through that entire process has been a big stress for me personally. Um, no, overall, I think a lot of it is just finance related and health related. Um, but, you know, I guess things have been worse. Uh, so that's just what I tell myself and just remind myself that I've, I've made it through all of my struggles so far and that's hopefully what I will continue doing in the future.",20_financial_status_money_current,financial_status
781,5c416ce07f81e900012b552c,SDOH,"Describe some things you worry about that I could probably end up rambling on and on and on for way more than five minutes. Um My goodness, I think one of the, the most things I, I or the biggest things I worry about is being a good enough parent, uh for my kids being good enough to keep everything running here. Um Worrying about making sure that the person, the parent, the man that I'm, I am have become, I trying to strive to be, um is someone that my parents would be proud of, uh looking at uh how I go about my day, how I go about raising my kids. Um I also worry about the future of worrying about on what every day is gonna hold if there's gonna be any type of thing that uh puts a kink in or, or puts some sort of God, I don't know how to describe it. Um, that messes up the flow of things. Um That, that makes life more difficult, that makes the, the job that I have more difficult to do. Um I, I, I, I worry about my kids' future and what, what's in store for them once my daughter has to get out in the real world, once my, my son with, with his disabilities has to get out in the real world just how accepting the world is gonna be for him. Um, a lot is a lot of what I worry about is just what ifs on the future. And I know that the best I can do is just try and be the best that I can be in the current on a day to day basis and be ready to be ready to roll with whatever comes my way.",15_future_optimistic_worry_im,future_optimism_pessimism
782,63d4019999c9ab839156014c,SDOH,"There are a lot of things I worry about. Um, the first thing would be my classes and my grades. Um, I am a pre P A student so my classes are quite rigorous. They're all stem based. So it is hard when, um, all of my classes are science to find the time to balance each of them and have time to properly study and prepare for everything when I have multiple exams and quizzes every week, um, getting enrolled in the right classes and finding room for them in my schedule for next semester is also difficult. Um, another thing I've been, uh, worrying about is getting into a physician's assistant at school in two years when I graduate as that is very difficult and they have a low acceptance rate and a high amount of, um, applicants. So I've really been trying to make myself a competitive applicant for that. Um, another thing I've been stressing and worrying about is getting enough hours, uh, patient care hours for physicians assistant at school. So, um, in order to do that, I have to work as well as, uh, take my classes. So it's hard to find the time to always do that and, um, it's just stressful balancing all of that on my plate at once and then trying to enjoy everything and spend time with friends and family and have a long time. So, yeah.",2_job_school_college_like,school_job_life_path
783,607a7b7d300ce256f51706bd,SDOH,"Just like any, any other normal person. Um I have my own um stress or demons that I'm facing too. And, and mainly my concern is um maybe if I don't stress it like, um it's like I don't show it, but um it's always on my mind, it's like I stress that um I won't be able to provide for my family, which is um I'm the breadwinner, I'm the man of the house. So I have to consistently always provide and always make sure that they have everything they need from housing, you know, warm housing to food, clothing and all the necessity. I mean, it's always an ongoing job, you know, and forever, you know, I, I stay consistent and if the economy was ever just to like collapse and no, no income was coming in and I was not able to provide, I mean, that'd be a nightmare for me. And that's something I cannot stress enough about other things. I stressed about what I used to stress about was my family's safety of any kind of um natural disaster. But I mean, life is life. So I think each day, one day at a time but yeah, the main thing is providing and protecting my family is the only thing I stress just like any other man, you know, was stressed by his family. But I take it one day at a time and I know I'm always hopeful and this community I live in is great too. It gives me po po positive positivity. So I try not to think about too much of the negative and just focus on the positive.",11_difficulties_emotions_manage_feel,emotional_management
784,5e13ad514c81b2a01ae4aa9f,SDOH,"I have mental illness so I worry about a lot of things. Um, I worry about money. I worry about whatever my brain is making me worry about that, you know, may be ridiculous to worry about, but it feels so important. Um, yeah, I worry about money. I worry about, like, you know, not having enough money or I worry about, like, whatever my mental illness is making me worry about. Sorry, I'm repeating myself. Um, what other things do I worry about? Um, yeah, that's pretty much what I worry about. Like. Oh, yeah, I worry about, like, not finding a romantic partner. That's, that's something that I want, but I'm worried that I'm not gonna find it. It's, it's not fun to worry about that because it makes me feel sad and lonely and whatnot. Uh, yeah, that's it.",15_future_optimistic_worry_im,future_optimism_pessimism
