"uuid","userid","itemid","transcript","duration","number_of_words","words_per_minute","created_at","mp03_url","recorded_from","app_uuid","flag_invalid_moment","flag_dup_moment","prompt_category","prompt_construct","itemtext","source","prompt_id","swls_tot","student_status_prolific"
"v-c5b2f249-9bf7-4737-a5cd-7f2479b5cfe9","60c2b59704f76054a212b9bc","PromptGoal","if your goal was a more satisfying life, what would your first step towards that goal be? I think for me to live a satisfying life, I would definitely need to make more money. Um And I feel like the first step to that, that's the hardest part. Um This first step for me would probably be trying to find other side households and ways to make money, not necessarily a second job, but maybe like, you know, um kind of what I do with this kind of stuff prolific, it's just extra cash almost that, you know, um I would have to do little things like that, but eventually I'd I'd have to find something that would build to maybe like a career, a more well paying career. Like my the way my life is now, it's as I get older and better at my job, I'll get paid more um and I'll get paid decently well, you know, which might be enough for me to live like a satisfactory life. Um But if I wanted more satisfying life, it's basically I'd have to get rid of my student debt and loans um because that's really what holds me back a lot of the time is paying those, it's just so expensive and difficult",110.32,215,116.932559825961,"2022-12-22T13:23:37.211Z","https://www.cameratag.com/assets/v-c5b2f249-9bf7-4737-a5cd-7f2479b5cfe9/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=60c2b59704f76054a212b9bc&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a453c07a41bc86b7199858","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",17,"Yes"
"v-55cf10ff-2357-4aa9-a9e6-6e45cbd10943","5febd397ad8fbad21bcd6182","PromptGoal","this feels like one of those questions you would ask like a first date if your goal was a more satisfying life what would be your first step? But no real in reality more satisfying life. I would probably try to get, well I don't know how to first step. I am trying to get a promotion. A promotion would help me have a more satisfying life. But I think I've already made steps towards that goal so I'm not really sure if that one counts. Um Let's say let's say lose weight then because I do need to lose some weight. I've gained some holiday pounds lately. Thanksgiving and christmas coming up. So in that regard I can start my morning treadmill exercises again. I also I'm thinking about getting back into the gym for weight lifting. I uh I kind of gave that up a couple of years ago. I haven't I haven't done a lot of weight lifting since then I just mainly been doing cardio. Maybe some bodyweight exercises here and there. But I do need to do. I think I would like to get back into actual weightlifting. I build muscle mass pretty easily. And I know there's a lot of people who are jealous with that body type. And so I feel ashamed to kind of just wasted by sitting in my room and watching T. V. Right? Seems seems like an insult to all those who really want to gain muscle mass. So first step get back on that treadmill start working out more regularly. Take my dogs for a walk",93.28,268,172.384219554031,"2022-12-22T13:48:12.109Z","https://www.cameratag.com/assets/v-55cf10ff-2357-4aa9-a9e6-6e45cbd10943/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=5febd397ad8fbad21bcd6182&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a45c27716bbc14412dab48","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",28,"Yes"
"v-7d8386e0-2447-4943-b11c-9c352869dbb2","6307a60f9142d2c42021840d","PromptGoal","uh if my goal was more, was a more satisfying life. Um I think the first steps towards the goal, I think that was being continued, like finishing my education because I personally, I couldn't care less about business management or like the concepts of it, you know, I'm just using it to get a degree to propel myself or to get a job. Um and I think that's gonna like, I know they say money doesn't bring happiness, but I think right now we're, you know, like 19, I'm working like joe Schmo jobs, like, like, yeah, you could work for restaurant life but you're not, you know, you're gonna be like subsistence living. I think college is kind of like, hey, I can actually become a big boy, big boy money and I think that would bring like, you bring stress as anything with higher responsibility does. I think it's more satisfying cause they're actually doing work. That's interesting and somewhat brain provoking because what I'm doing now is like a monkey could do it honestly. You know, it's like, with college, college is like, it's more just like, it's honestly just like a basic competency exam for business, for businesses to hire us. So it's like, it stinks like that wasn't saying it's fun, it stinks the process, but once you get over it then goal is something that helps you become more well rounded",91.17,238,156.630470549523,"2022-12-22T14:02:11.207Z","https://www.cameratag.com/assets/v-7d8386e0-2447-4943-b11c-9c352869dbb2/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=6307a60f9142d2c42021840d&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a45d41ad200db4520fe06e","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",21,"Yes"
"v-ea297ba9-b5e7-4474-baf6-93458b86fd02","5dd27daedba63428af7caf09","PromptGoal","uh, for me to work out with people going back to the floor and my notifications. I have been studying, and I think harmony better sleeping on that will come into the first to you.",17.57,35,119.521912350598,"2022-12-22T14:42:53.483Z","https://www.cameratag.com/assets/v-ea297ba9-b5e7-4474-baf6-93458b86fd02/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=5dd27daedba63428af7caf09&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a4681547a82b0ff0939617","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",23,"Yes"
"v-957ea657-3b90-467c-867e-466b1a2919a4","60fec21e36a05990cfa8a715","PromptGoal","I genuinely have no idea what my first step would be to a more satisfying life I feel like I'm doing, you know, the things that I can do to make my quality of life better. Um It has taken time because of, you know, being depressed and having anxiety and having to recover from those things and overcome those things to get started on the right track to make my life more satisfying um like going to school, you know, trying to get a career um growing within myself so that I can be a better partner to my partner um You know, when I when I got my, when my partner and I became an item, um but I guess the first step would be like winning the lottery to have the money to afford to even live relatively stress free and comfortably, because with the state of things now that's virtually impossible.",85.19,155,109.167742692804,"2022-12-22T15:24:45.489Z","https://www.cameratag.com/assets/v-957ea657-3b90-467c-867e-466b1a2919a4/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=60fec21e36a05990cfa8a715&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a470d66c41dfa42d9fef01","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",15,"Yes"
"v-9ddeb3c9-2043-4079-97f8-365388c4dc5b","5ae21dfffef71c0001be9caf","PromptGoal","to have a more satisfying life. I feel like my first step would be to figure out the areas of my life where I'm not satisfied or where I feel like need the most improvement because once you recognize that and have that awareness, then you can actually make a plan and put the plan into place. Um I feel like a lot of people want a more satisfying life, but all they do is think about it, they don't actually take the steps to put something into action and it's really the action that's going to make the difference. You can sit around and wish for more satisfying life forever. But if you don't actually get up and do something to reach that goal, it's not gonna happen.",49.05,129,157.798165137615,"2022-12-22T15:39:38.965Z","https://www.cameratag.com/assets/v-9ddeb3c9-2043-4079-97f8-365388c4dc5b/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=5ae21dfffef71c0001be9caf&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a47629f67882aff155164b","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",34,"Yes"
"v-a459abe9-db87-440e-94c0-db01ad8fbab3","632e9aa62793c18a857aece4","PromptGoal","a more satisfying life um would be for me that's a tough one because I've really lived the life that I want to live. Um but I mean everything revolves around money, so I would say more satisfying, life would never have to would be never having to worry about money. Um That seems to be the issue of cultural thing. Unfortunately humans have kind of put themselves into that that that bundle that hard, you know, you gotta have money to do this and that, I think money is so on human, you know, I mean for millions and millions of years of evolution, we were hunters and gatherers. You know, money wasn't even an issue. Money wasn't even an issue until, you know, rich people started making wars about it. That's the, you know, that's basically what it all boils down to is, you know, so I think money is, you know, they always say the money is the root of all evil, it kind of really is, you know, if you look at civilizations before that, yeah, we had civilizations, you know, competing against each other just for hunting and farming area. Um you know, early cultivation, uh you know, that established the very first societies, you know, sometimes they would go at war with each other just for resources, but I think the most satisfying, you know, way of living life is just to not have, you know, any of those any any worries about, you know, where we're getting food from and we're at a place right now where we're technical logically advanced enough that we could easily, you know, gear ourselves to a way of living where, you know, money isn't an issue. And that's what I'm trying to build. I'm trying to build a way of a more satisfying life or money. I create passive income, you know, money that just turns itself and set up some businesses and everything just kinda runs itself, so I never really have to pay attention to it, but it's enough money to um to live off of and pay the bills and the very few bills that I have. And uh and I think that's the best way of having a satisfying life, is not having any worries. No, no worries. And just kind of living and doing the things that you want to do in life and the things I wanna do in life is just see the world, explore, meet new people and have a good time. And that's what I'm trying to do.",167.29,430,154.223205212505,"2022-12-22T16:07:21.920Z","https://www.cameratag.com/assets/v-a459abe9-db87-440e-94c0-db01ad8fbab3/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=632e9aa62793c18a857aece4&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a478aab7b4de86a1e95957","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",25,"Yes"
"v-554055e0-423d-4abb-a8f4-6cde83cbf98c","591b75f5e39e09000145b241","PromptGoal","I don't know because if it was as simple as knowing the steps toward achieving a more satisfying life, then arguably I would just have to make those steps, I mean unless those steps were otherwise out of my reach, but I, I don't know what, I don't know what steps to take toward leading a more satisfying life. I know what I want, I have maybe some idea of how to get there, maybe I know some of the later steps, but how to get going from there. I there's no, I don't know, especially being a primary parent of kids, it's ah you can't just tear yourself away from that and that responsibility will always come first. So I think maybe refocusing or changing my idea of the kind of satisfying life I would want would be a good first step, acknowledging that I have become a family man and being satisfied with that is important, not not settling, but rather just refocusing my efforts and realizing that I'm an awesome dad and I'm raising awesome kids and be satisfied with that. I just hate to imagine myself having to live through my Children because I didn't do as much as I needed to do, but I'm gonna try not to go down that route",100.12,217,130.043947263284,"2022-12-22T16:31:14.392Z","https://www.cameratag.com/assets/v-554055e0-423d-4abb-a8f4-6cde83cbf98c/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=591b75f5e39e09000145b241&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a481793b22d4514267838f","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",17,"Yes"
"v-c2cfc372-d61a-4da7-ac35-9ea40073bf48","5e0a660615ef40301fb71812","PromptGoal","if my goal was to have a more satisfying life, it would be to have my own business um to in order for me to be able to be more creative in my life and have that outlet consistently in my life, I would say that's the only thing in my life is the creative artistic side of me is not fully used to its capacity all the time. I do things here and there to release myself creativity, creativity, creatively wise, but it's not consistent. So I have do have a goal of having my own business um where I would be able to express and use those skills, but I just haven't um fully put it into into a plan into place. Hopefully this year I will be able to do that. Um I'm always working towards that goal and I feel like that goal of having my own business will be able to do a lot for our family. It will be able to give us a little bit more financial freedom. It will make me happier, which would only make you know, how I reflect, you know, towards my family happier. They'll be happier. So, it would really be a great thing for myself and my family in order for me to have my own business and be more creative in the end. Yeah,",92.92,228,147.223417993973,"2022-12-22T16:33:28.351Z","https://www.cameratag.com/assets/v-c2cfc372-d61a-4da7-ac35-9ea40073bf48/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=5e0a660615ef40301fb71812&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a47eb726368d3ab10fe08e","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",25,"Yes"
"v-8720b291-c4ac-4e48-94d2-0f138d68a816","63814fa978cd3b4ff8a65858","PromptGoal","um My first goal towards a more satisfying life, which I'm already working on this goal would be to get in shape and take care of my health because my physical, as well as some of my mental health is really bad, which I've been working on for the past like eight months, but I feel like if I was able to do that, I'd be able to um accomplish like getting a girlfriend or like a long term girlfriend, not just like a fling or whatever and then I'd be able to settle down, that would be uh always kind of wanted to do that, just have like a normal normal american dream type of life. Um And the first step towards that, I feel like is loving myself I guess and I'm not I'm not very good at that right now, My self esteem is super bad, my mental health is bad. Um I'm borderline obese and I should really struggle with food and eating disorders, I work out every day, but no matter how much I work out, if I eat too much, it's not really gonna matter, you know? Um That and then uh another goal that's pretty close to that would just be to get a better job, but I'm still in school, so I'm cut myself some slack, but I barely get paid um anything at my part time job right now, so getting a better job or getting like a chance to interview for a better job. Somewhere would probably be another step I could take",87.62,263,180.095868523168,"2022-12-22T16:51:57.160Z","https://www.cameratag.com/assets/v-8720b291-c4ac-4e48-94d2-0f138d68a816/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=63814fa978cd3b4ff8a65858&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a486765c70ed36ee5de205","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",13,"Yes"
"v-2571a42d-778c-424a-b923-ad56404b1076","62b9e4368ad5a5515bec4da9","PromptGoal","the number one goal that I think would be to create a satisfying life. The first step would be to invest in yourself. That is number one, because you can invest in a house, you can invest in a car, but that's not going to give you a lasting, long term benefit the way investing in yourself with. And by that, I mean, investing in your education, investing in yourself, confidence, investing in your skills, you know, having the ability, having a nice car, it's gonna sit there and it's going to depreciate, but having the skill to maintain that car, having the skills to know how a car works is going to help you maintain the car, save a lot of money and you have that knowledge that pride, that you can do anything and being able to accomplish a task gives you the motivation to accomplish other tasks and it's, it kind of becomes a cycle that escalates and cascades into greater things. Um, so then you, once you start investing in yourself, you start to see other things in your life that you didn't have previously. And in my opinion, having a greater knowledge, greater um, sense of accomplishment leads to greater sense of pleasure, a greater sense of satisfaction. The pleasures that somebody who has been well educated is much greater than the pleasures that somebody who has not that, but hey, that's just, that's just my opinion",104.7,242,138.681948424069,"2022-12-22T17:05:45.376Z","https://www.cameratag.com/assets/v-2571a42d-778c-424a-b923-ad56404b1076/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=62b9e4368ad5a5515bec4da9&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a485aaedb5301910ba0f71","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",26,"Yes"
"v-463f5444-f6b0-4f74-8cd6-2fa0f51a93a1","62fcf095ec0045bb26dcbcdd","PromptGoal","My goal was the more satisfying life goal, which I think my goal is definitely a satisfying life goal. But I think the first step towards that goal would be for for me to acknowledge and accept that I have to embrace change.",16.84,43,153.206650831354,"2022-12-22T17:06:33.514Z","https://www.cameratag.com/assets/v-463f5444-f6b0-4f74-8cd6-2fa0f51a93a1/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=62fcf095ec0045bb26dcbcdd&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a48870ee542d45a9b75fc5","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",30,"Yes"
"v-c77de124-46b1-4ce5-b0ee-c35de2fde1d4","5a81a9f0ae9a0b0001a9c63a","PromptGoal","I think uh if the goal is having a more satisfying life, uh the first step towards that goal would be uh being able to afford to do that, and what I mean by that is uh basically money, so I would probably uh work towards getting a better job or career uh isn't bad now, but just to grow and get something better, which allows me to have more free time. Obviously once you get a better job, you will have to work that job and you will have, you know, to put in the time to get the job and to actually do it once you have it, but I feel like a lot of times if you have more money and it doesn't mean you have to be rich, but if you have more money to at least be comfortable, then the free time that you have would actually be free time, and then it will be a satisfying life because you're like, okay, I'm off today, I'm going to make music or I'm going to do anything that may satisfy you. In my case it would be music, but I wouldn't make it and feel like I think I should be making money, or I should be doing something else, I would actually be completely content and completely happy doing it because I would look at my account and say, okay, I can afford to kick back and do this right now and not feel like I should be somewhere else or trying to do overtime or anything like that, I can just delve into the joy that I'm getting from it.",100.89,276,164.139161462979,"2022-12-22T17:21:01.236Z","https://www.cameratag.com/assets/v-c77de124-46b1-4ce5-b0ee-c35de2fde1d4/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=5a81a9f0ae9a0b0001a9c63a&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a48ab7318834a68b64143c","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",17,"Yes"
"v-ef018bf1-c621-4e64-a003-6dad8860398c","6303f4acbfbdfe32998eff9f","PromptGoal","I would say that my goal is a more satisfying life. I my life wasn't very satisfying for satisfying for a very long time. And my first step towards that goal was getting the help I needed from counselors or therapists or psychotherapist, and taking the time to get to know myself better and understand where a lot of my my emotional responses were coming from and why I was coping the way that I was coping for a long time with drugs and alcohol, say it's it's been a powerful step in the process. Um, learning to have patience with myself and to take the time to feed, to feed my mind, feed my body, feed my spirit, and to accept love for myself, for myself and from people around me, and to uh, understand that I'm worthy of, worthy of the time it takes to have a better life. When I thought that I was destined to fail eternally, knowing that, knowing now that that isn't the case, that I have the power within me to take everything I want, as long as it doesn't take from others is it's given me a sense of purpose in life. And I would say that even now, without completely accomplishing my goals, my life is easily become more satisfying already,",90.18,220,146.373918829009,"2022-12-22T17:31:09.444Z","https://www.cameratag.com/assets/v-ef018bf1-c621-4e64-a003-6dad8860398c/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=6303f4acbfbdfe32998eff9f&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a48ce52405e6285be95965","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",27,"Yes"
"v-36babc6f-86f3-454b-8e1c-dd2e498b9568","5ee7903e80706a01ea855d36","PromptGoal","So I feel like this question is more about like advising another person, but like if my goal was a more satisfying life when I would try to figure out what I'd like to do and what I can make money by doing, so just like something uh with those two in common and then I would, if I'm not already doing that, I would quit what I'm doing and try to focus on that full time and maybe work towards that goal for about a few years and um try it, hopefully lead a more satisfying life. Um It's easier said than done, just like uh I think it's about like discovering like learning more about yourself what your interests are, what you think your purpose in life is, that type of thing, and once you figured that out, you would, I think a very important part of it is surrounding yourself with people who have already been through that. So like mentors then once you can, once you found a good mentor or group of mentors, I think uh it's just about learning as much as you can from them and working hard and like taking their advice so you can lead a more satisfying life. Um they'll be like my first step towards that goal and then feel like everything out for that is just like it's the grand mentality you have to grind it out and then hope you'll eventually get there, which you probably will if you work hard enough so that those would be my steps I guess",90.59,264,174.85373661552,"2022-12-22T18:12:14.288Z","https://www.cameratag.com/assets/v-36babc6f-86f3-454b-8e1c-dd2e498b9568/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=5ee7903e80706a01ea855d36&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a49731ad63363dd7c91d54","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",17,"Yes"
"v-d531f6cb-7bd4-4b39-be5a-09e365f97de4","62b1418c313cf1ef437ed9c3","PromptGoal","If my goal was a more satisfying life, the first thing I would do was to stop worrying on what others think so much since anxiety is the route to many of my issues, then I would go to therapy and take steps to address my lack of social skills, maybe take a class or two like baking or acting improv to be introduced to more people. Over time, I would try to become friends with them and build a social circle and go do stuff with them. I would try to repair my relationship with some people I've heard in the past, they'll understand. If they no longer want to speak to me again, I would try to move on from the past in a healthy manner and just try to make a better life for myself without so much fear.",43.06,142,197.863446353925,"2022-12-22T18:13:59.394Z","https://www.cameratag.com/assets/v-d531f6cb-7bd4-4b39-be5a-09e365f97de4/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=62b1418c313cf1ef437ed9c3&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a4922077d4ba4a38a3a37c","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",16,"Yes"
"v-492de8c0-204f-4306-99f8-015674d2e7ca","5c43517c8fefb60001c447fe","PromptGoal","um If my goal was to have a more satisfying life, I think my first step would be to to keep going the way that I'm going with. Just try to find work and try to move towards some sort of um It's uh more stability. I I've just recently started to recover from incarceration and addiction and homelessness. Um So right now the focus is not so much on satisfaction, it's more on survival. Um I guess I would think about a more satisfying life once I got the survival part down, I think perhaps some sort of a balance between work and leisure um to do things that make you happy to give you a sense of purpose. But again, right now I'm more focused on just being able um to have some sort of stable income to have housing that I can afford. Um So thinking about having a satisfying life and taking steps in that direction right now, it's more of a luxury than than a reality. I I hope I've been able to answer this question well",93.61,182,116.654203610725,"2022-12-22T18:54:09.621Z","https://www.cameratag.com/assets/v-492de8c0-204f-4306-99f8-015674d2e7ca/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=5c43517c8fefb60001c447fe&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a4a33938e6cd70be080e3a","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",22,"Yes"
"v-72c5ac42-4fea-4480-957b-5c05716d20ac","62f271c868a3c307e539edde","PromptGoal","if my goal was a more satisfying life, what would your first step be towards cycle? I think for a more satisfying life, I would just have to evaluate if what I'm doing at the moment is really worth my time and whether it's going to really like be beneficial to me, not just like, like I'm not saying cut out all the small things in your life that bring you joy, but if I'm just in bed and scrolling through my phone or like Tiktok or something for hours on end, like before I go to bed, like is that really helping me at that point? Um I could either go to bed and get up early or I could spend that time on hobbies. I enjoy like um for like playing an instrument or like um, you know, art or something like that. I feel like that would be a little more satisfying to me. Like I feel like I feel more accomplished if I cut those things out. Like just needless distractions. I'm not saying like get rid of them completely, but being able to manage your time better and really evaluate the things you're doing in the moment. I think that would be my first step towards the goal of just living a more satisfying life. Because those things like I probably watched like millions of Tiktok sor like instagram posts for like, you know, tweets um probably seem like that or millions of those at this point, but I doubt I can really recall more than like one or two of them because they've never really been that important. It's just more about like filling the time, um just distracting yourself from whatever other work you have going on that might be stressing you out, so I feel like that would be my first step.",101.22,310,183.75815056313,"2022-12-22T18:58:04.551Z","https://www.cameratag.com/assets/v-72c5ac42-4fea-4480-957b-5c05716d20ac/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=62f271c868a3c307e539edde&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a4a43ff1ad636ff50d5df2","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",27,"Yes"
"v-84e34d2f-7bbc-4be0-9533-004b8db85a14","5e08d48b7bf5721d51467348","PromptGoal","my goal for a more satisfying life. My first step would be to increase my income. Not everything, you know, money doesn't make everything better. But all of the hardships I have had over the past couple of years have really put me in a financial bind. So finding, you know, a high paying job, any type of assistance that I qualify for basically paying off my debts. Um in order to move forward, I can't buy a house with the debts that I have, which renting I feel is a complete waste of money. And I've been doing that for, Oh, I don't know, seven plus years And I just think it's a complete waste of money or not. I'm a handy person myself. I can fix up houses. I know people who call for help if I don't know the exact thing, but my first step towards a more satisfying life would 100% be more money and I'm only talking enough money to, you know, Right now ends barely meet if they meet, I just want a little overlap so I can save, I can prepare for the future. I can actually afford necessities. You know, you go longer than the oil change recommendation because it cost $80 synthetic. So that would be my first goal would be to increasing my uh financial status and then buy a house. Okay,",117.77,232,118.196484673516,"2022-12-22T19:05:40.016Z","https://www.cameratag.com/assets/v-84e34d2f-7bbc-4be0-9533-004b8db85a14/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=5e08d48b7bf5721d51467348&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a4a40281342036b1e981d6","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",5,"Yes"
"v-aceb1a4a-fcd9-443b-be97-2d1408f01841","60218e476e5dd51a640a61bc","PromptGoal","if my goal was a more satisfying life um like I said in the other prompts um I said that I would really want my license in order to fuel um some goals that I have in my life, so um I feel like the first step that I would, or the first thing that I would need to obtain in order to pursue um A more satisfying life for myself is getting my license um because that would lead to me being able to um get a proper job outside of the home and um had more ease in my education and all of that, it would definitely lead to a more satisfying life, more time alone, more time away from everything that stresses me out, so my first step would definitely be to get my driver's license, but in order to do that I need to practice more, it's a little hard to get other people involved in my driving practice, so that's kind of difficult for me, but in an ideal world, if I could get people involved in my driving practice all the time, it would be much more achievable. So in an ideal world I would just get gather people in my life that could that are good drivers and safe drivers that could help me um practice that and finally go and take my test and pass and get my license and you know kind of move on and feel more caught up with the peers, my peers. Um So yeah, it would just be practicing more driving, getting my license so I can move on to further improving the quality of my life.",96.33,280,174.400498287138,"2022-12-22T19:07:10.138Z","https://www.cameratag.com/assets/v-aceb1a4a-fcd9-443b-be97-2d1408f01841/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=60218e476e5dd51a640a61bc&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a49a1254cd18686ea32833","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",23,"Yes"
